0	.034047453358635134	.05522816686384624	38.35128831530445	.3646999638034716	.3152123061865176	15.699786031726548
.05	.03500855173218298	.05522816686384624	36.611056060416765	.34472755227025204	.3152123061865176	9.363608432936525
.1	.044870513317260614	.05522816686384624	18.75429537996491	.36693619827153134	.3152123061865176	16.40922358355123
.15	.05686511330806185	.05522816686384624	2.963970265844901	.3682417627596781	.3152123061865176	16.823409344234783
.2	.07272665736758338	.05522816686384624	31.6839965861552	.37584283333022994	.3152123061865176	19.234822357422825
.25	.09139441796127505	.05522816686384624	65.48515576587815	.3807471741847808	.3152123061865176	20.790707314417137
.3	.11156146003342973	.05522816686384624	102.00101935025603	.3808754952479404	.3152123061865176	20.831416722216602
.35	.13389803553764526	.05522816686384624	142.44519262742054	.384127520506479	.3152123061865176	21.863110344170035
.4	.15842750037604691	.05522816686384624	186.85996543506062	.38857820645921876	.3152123061865176	23.27507487264443
.45	.1834928719814525	.05522816686384624	232.24508869507963	.39415438006974407	.3152123061865176	25.044096418150264
.5	.20240400131468236	.05522816686384624	266.4869084169824	.4006491459679469	.3152123061865176	27.104538149241726
0	0	0	0	0	0	0
0	0	0	0	0	0	0
0	0	0	0	0	0	0
0	0	0	0	0	0	0
0	0	0	0	0	0	0
0	0	0	0	0	0	0
0	0	0	0	0	0	0
0	0	0	0	0	0	0
0	0	0	0	0	0	0
