   1.2931034e-02   2.1449174e-10   3.6777780e-02   8.7866351e-02   3.6777780e-02   8.7866351e-02   7.1873811e-02
   2.5862069e-02   2.8517844e-10  -1.7137411e-02   7.9880546e-03  -1.7137411e-02   7.9880546e-03  -2.9510895e-02
   3.8793103e-02   3.7896681e-10   2.2952722e-01   6.4750962e-02   2.2952722e-01   6.4750962e-02   7.6215984e-02
   5.1724138e-02   5.0368837e-10  -1.2919823e-01  -1.1462915e-02  -1.2919823e-01  -1.1462915e-02  -3.6521890e-02
   6.4655172e-02   6.6943004e-10   3.3542754e-01   1.2037622e-01   3.3542754e-01   1.2037622e-01   1.3221988e-01
   7.7586207e-02   8.8972194e-10  -1.0236209e-01  -4.7023838e-02  -1.0236209e-01  -4.7023838e-02  -5.0253623e-02
   9.0517241e-02   1.1825029e-09   1.6674445e-01   9.5648811e-02   1.6674445e-01   9.5648811e-02   5.9922764e-02
   1.0344828e-01   1.5716372e-09  -1.4829070e-02  -2.8101341e-02  -1.4829070e-02  -2.8101341e-02  -3.1593783e-02
   1.1637931e-01   2.0888337e-09   1.6001311e-01   8.9406726e-02   1.6001311e-01   8.9406726e-02   8.5711104e-02
   1.2931034e-01   2.7762301e-09   7.1748430e-02  -1.7940467e-02   7.1748430e-02  -1.7940467e-02   2.5827995e-02
   1.4224138e-01   3.6898367e-09   1.2614919e-01   7.5140848e-02   1.2614919e-01   7.5140848e-02   5.6201827e-02
   1.5517241e-01   4.9040782e-09   3.7790681e-02   2.0288129e-03   3.7790681e-02   2.0288129e-03  -5.1202078e-03
   1.6810345e-01   6.5178654e-09   1.0790533e-01   3.3972399e-02   1.0790533e-01   3.3972399e-02   3.9093034e-02
   1.8103448e-01   8.6626936e-09   3.8376566e-02   2.3205952e-02   3.8376566e-02   2.3205952e-02   1.8614051e-02
   1.9396552e-01   1.1513300e-08   1.7807113e-01   4.7308944e-02   1.7807113e-01   4.7308944e-02   6.9428248e-02
   2.0689655e-01   1.5301939e-08   2.0208271e-02   8.4318103e-03   2.0208271e-02   8.4318103e-03  -2.6052568e-05
   2.1982759e-01   2.0337328e-08   1.1530820e-01   4.7891639e-02   1.1530820e-01   4.7891639e-02   4.6113721e-02
   2.3275862e-01   2.7029777e-08   5.1554110e-02   7.5216532e-03   5.1554110e-02   7.5216532e-03   1.5071286e-03
   2.4568966e-01   3.5924611e-08   6.8308195e-02   3.2572954e-02   6.8308194e-02   3.2572954e-02   1.9672878e-02
   2.5862069e-01   4.7746644e-08   1.2136558e-01   2.9196676e-02   1.2136558e-01   2.9196676e-02   5.1050455e-02
   2.7155172e-01   6.3459203e-08   1.1037792e-01   3.4755961e-02   1.1037792e-01   3.4755961e-02   4.7387095e-02
   2.8448276e-01   8.4342538e-08   7.6175205e-02   9.2750834e-03   7.6175205e-02   9.2750835e-03   1.8329056e-02
   2.9741379e-01   1.1209811e-07   8.4692197e-02   4.5231980e-02   8.4692197e-02   4.5231980e-02   3.2706063e-02
   3.1034483e-01   1.4898705e-07   7.8626058e-02   7.2054129e-03   7.8626058e-02   7.2054131e-03   1.7049818e-02
   3.2327586e-01   1.9801441e-07   1.1086839e-01   2.9406478e-02   1.1086839e-01   2.9406479e-02   4.2206759e-02
   3.3620690e-01   2.6317449e-07   9.2629885e-02   3.5658165e-02   9.2629884e-02   3.5658166e-02   4.0187206e-02
   3.4913793e-01   3.4977635e-07   9.1682208e-02   1.9594533e-02   9.1682207e-02   1.9594533e-02   2.7181266e-02
   3.6206897e-01   4.6487626e-07   8.1719892e-02   2.1203850e-02   8.1719892e-02   2.1203851e-02   2.0929268e-02
   3.7500000e-01   6.1785265e-07   6.9936826e-02   2.8651658e-02   6.9936825e-02   2.8651659e-02   2.0368440e-02
   3.8793103e-01   8.2117082e-07   8.9702871e-02   1.7901672e-02   8.9702871e-02   1.7901673e-02   2.1390061e-02
   4.0086207e-01   1.0913984e-06   1.0197526e-01   2.9614061e-02   1.0197526e-01   2.9614063e-02   4.1961091e-02
   4.1379310e-01   1.4505549e-06   1.0796692e-01   2.7106678e-02   1.0796691e-01   2.7106681e-02   4.2520043e-02
   4.2672414e-01   1.9279057e-06   8.6946118e-02   2.0136682e-02   8.6946117e-02   2.0136685e-02   2.4726260e-02
   4.3965517e-01   2.5623454e-06   8.6873080e-02   2.1661567e-02   8.6873079e-02   2.1661571e-02   2.4030694e-02
   4.5258621e-01   3.4055629e-06   8.9374847e-02   2.4616352e-02   8.9374845e-02   2.4616357e-02   2.9358077e-02
   4.6551724e-01   4.5262483e-06   9.7489657e-02   2.0567248e-02   9.7489655e-02   2.0567256e-02   3.4366388e-02
   4.7844828e-01   6.0156943e-06   1.1292234e-01   2.8517856e-02   1.1292234e-01   2.8517868e-02   4.1407135e-02
   4.9137931e-01   7.9952490e-06   8.9339407e-02   2.3717315e-02   8.9339404e-02   2.3717327e-02   2.8194118e-02
   5.0431034e-01   1.0626194e-05   7.9310832e-02   1.9257640e-02   7.9310828e-02   1.9257654e-02   1.9399391e-02
   5.1724138e-01   1.4122884e-05   8.5457111e-02   2.1578798e-02   8.5457105e-02   2.1578819e-02   2.1140725e-02
   5.3017241e-01   1.8770223e-05   8.9016328e-02   2.3733891e-02   8.9016321e-02   2.3733920e-02   2.7608295e-02
   5.4310345e-01   2.4946869e-05   1.0814631e-01   2.4822341e-02   1.0814630e-01   2.4822388e-02   3.8300197e-02
   5.5603448e-01   3.3156068e-05   1.0786616e-01   2.2716842e-02   1.0786615e-01   2.2716904e-02   3.7414702e-02
   5.6896552e-01   4.4066652e-05   9.2241329e-02   2.2393014e-02   9.2241312e-02   2.2393085e-02   2.7738937e-02
   5.8189655e-01   5.8567484e-05   8.9307058e-02   2.0103269e-02   8.9307037e-02   2.0103360e-02   2.4143000e-02
   5.9482759e-01   7.7839745e-05   1.0256926e-01   2.0452345e-02   1.0256923e-01   2.0452484e-02   3.1337481e-02
   6.0775862e-01   1.0345299e-04   1.1443040e-01   2.4597707e-02   1.1443036e-01   2.4597914e-02   4.0201561e-02
   6.2068966e-01   1.3749276e-04   1.1080587e-01   2.3917309e-02   1.1080581e-01   2.3917575e-02   3.7950925e-02
   6.3362069e-01   1.8273034e-04   1.0704950e-01   2.1119232e-02   1.0704943e-01   2.1119573e-02   3.1180618e-02
   6.4655172e-01   2.4284821e-04   1.0302795e-01   2.1085507e-02   1.0302786e-01   2.1085944e-02   2.7110398e-02
   6.5948276e-01   3.2273915e-04   1.0652046e-01   2.0125494e-02   1.0652035e-01   2.0126094e-02   2.7381228e-02
   6.7241379e-01   4.2890290e-04   1.2696835e-01   2.1999400e-02   1.2696818e-01   2.2000351e-02   3.7574733e-02
   6.8534483e-01   5.6997262e-04   1.4494310e-01   2.4888925e-02   1.4494285e-01   2.4890366e-02   4.7505607e-02
   6.9827586e-01   7.5741296e-04   1.5101996e-01   2.1954113e-02   1.5101967e-01   2.1956109e-02   4.6746650e-02
   7.1120690e-01   1.0064440e-03   1.6269509e-01   2.0131401e-02   1.6269474e-01   2.0134259e-02   4.5593652e-02
