   2.7777778e-03   3.6181510e-01
   5.5555556e-03   3.9138270e-01
   8.3333333e-03   4.2197802e-01
   1.1111111e-02   4.5220190e-01
   1.3888889e-02   4.7892226e-01
   1.6666667e-02   5.0743572e-01
   1.9444444e-02   5.3514922e-01
   2.2222222e-02   5.6147583e-01
   2.5000000e-02   5.8803172e-01
   2.7777778e-02   6.1530388e-01
   3.0555556e-02   6.4052659e-01
   3.3333333e-02   6.6703978e-01
   3.6111111e-02   6.9208954e-01
   3.8888889e-02   7.1715655e-01
   4.1666667e-02   7.4269072e-01
   4.4444444e-02   7.6866768e-01
   4.7222222e-02   7.9430171e-01
   5.0000000e-02   8.2019822e-01
   5.2777778e-02   8.4753309e-01
   5.5555556e-02   8.7348812e-01
   5.8333333e-02   9.0018154e-01
   6.1111111e-02   9.2833842e-01
   6.3888889e-02   9.5485284e-01
   6.6666667e-02   9.8179952e-01
   6.9444444e-02   1.0102848e+00
   7.2222222e-02   1.0363489e+00
   7.5000000e-02   1.0645615e+00
   7.7777778e-02   1.0918523e+00
   8.0555556e-02   1.1186145e+00
   8.3333333e-02   1.1450326e+00
   8.6111111e-02   1.1728131e+00
   8.8888889e-02   1.1993295e+00
   9.1666667e-02   1.2261174e+00
   9.4444444e-02   1.2538885e+00
   9.7222222e-02   1.2811629e+00
   1.0000000e-01   1.3081518e+00
   1.0277778e-01   1.3370112e+00
   1.0555556e-01   1.3651546e+00
   1.0833333e-01   1.3945314e+00
   1.1111111e-01   1.4237401e+00
   1.1388889e-01   1.4533655e+00
   1.1666667e-01   1.4825261e+00
   1.1944444e-01   1.5141710e+00
   1.2222222e-01   1.5435917e+00
   1.2500000e-01   1.5733520e+00
   1.2777778e-01   1.6038234e+00
   1.3055556e-01   1.6331158e+00
   1.3333333e-01   1.6622322e+00
   1.3611111e-01   1.6911547e+00
   1.3888889e-01   1.7179577e+00
   1.4166667e-01   1.7442577e+00
   1.4444444e-01   1.7713721e+00
   1.4722222e-01   1.7964296e+00
   1.5000000e-01   1.8203723e+00
   1.5277778e-01   1.8443835e+00
   1.5555556e-01   1.8681014e+00
   1.5833333e-01   1.8900109e+00
   1.6111111e-01   1.9144057e+00
   1.6388889e-01   1.9362990e+00
   1.6666667e-01   1.9585795e+00
   1.6944444e-01   1.9812567e+00
   1.7222222e-01   2.0052545e+00
   1.7500000e-01   2.0268308e+00
   1.7777778e-01   2.0517771e+00
   1.8055556e-01   2.0752303e+00
   1.8333333e-01   2.0983413e+00
   1.8611111e-01   2.1229245e+00
   1.8888889e-01   2.1462977e+00
   1.9166667e-01   2.1691438e+00
   1.9444444e-01   2.1921424e+00
   1.9722222e-01   2.2148507e+00
   2.0000000e-01   2.2349929e+00
   2.0277778e-01   2.2575129e+00
   2.0555556e-01   2.2764361e+00
   2.0833333e-01   2.2954216e+00
   2.1111111e-01   2.3132249e+00
   2.1388889e-01   2.3305399e+00
   2.1666667e-01   2.3462727e+00
   2.1944444e-01   2.3617664e+00
   2.2222222e-01   2.3762500e+00
   2.2500000e-01   2.3894326e+00
   2.2777778e-01   2.4028665e+00
   2.3055556e-01   2.4159593e+00
   2.3333333e-01   2.4273482e+00
   2.3611111e-01   2.4384171e+00
   2.3888889e-01   2.4491723e+00
   2.4166667e-01   2.4586855e+00
   2.4444444e-01   2.4681255e+00
   2.4722222e-01   2.4762882e+00
   2.5000000e-01   2.4831045e+00
   2.5277778e-01   2.4881989e+00
   2.5555556e-01   2.4918843e+00
   2.5833333e-01   2.4943816e+00
   2.6111111e-01   2.4943483e+00
   2.6388889e-01   2.4929077e+00
   2.6666667e-01   2.4892151e+00
   2.6944444e-01   2.4837389e+00
   2.7222222e-01   2.4769620e+00
   2.7500000e-01   2.4672998e+00
   2.7777778e-01   2.4573348e+00
   2.8055556e-01   2.4441345e+00
   2.8333333e-01   2.4308263e+00
   2.8611111e-01   2.4178420e+00
   2.8888889e-01   2.4027887e+00
   2.9166667e-01   2.3883232e+00
   2.9444444e-01   2.3743847e+00
   2.9722222e-01   2.3615992e+00
   3.0000000e-01   2.3475197e+00
   3.0277778e-01   2.3368816e+00
   3.0555556e-01   2.3258401e+00
   3.0833333e-01   2.3169700e+00
   3.1111111e-01   2.3082699e+00
   3.1388889e-01   2.3019505e+00
   3.1666667e-01   2.2960053e+00
   3.1944444e-01   2.2907288e+00
   3.2222222e-01   2.2854115e+00
   3.2500000e-01   2.2820635e+00
   3.2777778e-01   2.2773929e+00
   3.3055556e-01   2.2729006e+00
   3.3333333e-01   2.2673994e+00
   3.3611111e-01   2.2616734e+00
   3.3888889e-01   2.2542070e+00
   3.4166667e-01   2.2461973e+00
   3.4444444e-01   2.2370420e+00
   3.4722222e-01   2.2260217e+00
   3.5000000e-01   2.2136279e+00
   3.5277778e-01   2.1999733e+00
   3.5555556e-01   2.1851011e+00
   3.5833333e-01   2.1692212e+00
   3.6111111e-01   2.1520930e+00
   3.6388889e-01   2.1338935e+00
   3.6666667e-01   2.1147671e+00
   3.6944444e-01   2.0952062e+00
   3.7222222e-01   2.0750921e+00
   3.7500000e-01   2.0548460e+00
   3.7777778e-01   2.0332897e+00
   3.8055556e-01   2.0111974e+00
   3.8333333e-01   1.9898694e+00
   3.8611111e-01   1.9661705e+00
   3.8888889e-01   1.9427768e+00
   3.9166667e-01   1.9183429e+00
   3.9444444e-01   1.8930904e+00
   3.9722222e-01   1.8659523e+00
   4.0000000e-01   1.8391521e+00
   4.0277778e-01   1.8097995e+00
   4.0555556e-01   1.7780030e+00
   4.0833333e-01   1.7468909e+00
   4.1111111e-01   1.7113679e+00
   4.1388889e-01   1.6749499e+00
   4.1666667e-01   1.6377976e+00
   4.1944444e-01   1.5974939e+00
   4.2222222e-01   1.5554558e+00
   4.2500000e-01   1.5132079e+00
   4.2777778e-01   1.4682568e+00
   4.3055556e-01   1.4226872e+00
   4.3333333e-01   1.3762009e+00
   4.3611111e-01   1.3279632e+00
   4.3888889e-01   1.2798182e+00
   4.4166667e-01   1.2322757e+00
   4.4444444e-01   1.1839199e+00
   4.4722222e-01   1.1353917e+00
   4.5000000e-01   1.0884243e+00
   4.5277778e-01   1.0414288e+00
   4.5555556e-01   9.9554702e-01
   4.5833333e-01   9.5085733e-01
   4.6111111e-01   9.0654575e-01
   4.6388889e-01   8.6347777e-01
   4.6666667e-01   8.2169428e-01
   4.6944444e-01   7.8042427e-01
   4.7222222e-01   7.3995893e-01
   4.7500000e-01   7.0003571e-01
   4.7777778e-01   6.6139048e-01
   4.8055556e-01   6.2114821e-01
   4.8333333e-01   5.8269064e-01
   4.8611111e-01   5.4367054e-01
   4.8888889e-01   5.0435752e-01
   4.9166667e-01   4.6570579e-01
   4.9444444e-01   4.2668082e-01
   4.9722222e-01   3.8761809e-01
   5.0000000e-01   3.4916101e-01
   5.0277778e-01   3.0988450e-01
   5.0555556e-01   2.7038402e-01
   5.0833333e-01   2.3132864e-01
   5.1111111e-01   1.9297384e-01
   5.1388889e-01   1.5542974e-01
   5.1666667e-01   1.1878971e-01
   5.1944444e-01   8.2759318e-02
   5.2222222e-01   4.7061084e-02
   5.2500000e-01   1.3753613e-02
   5.2777778e-01  -2.1039841e-02
   5.3055556e-01  -5.2540576e-02
   5.3333333e-01  -8.6894174e-02
   5.3611111e-01  -1.1726212e-01
   5.3888889e-01  -1.4841973e-01
   5.4166667e-01  -1.7845650e-01
   5.4444444e-01  -2.0976358e-01
   5.4722222e-01  -2.4046060e-01
   5.5000000e-01  -2.7103952e-01
   5.5277778e-01  -3.0098354e-01
   5.5555556e-01  -3.3184823e-01
   5.5833333e-01  -3.6176323e-01
   5.6111111e-01  -3.9214138e-01
   5.6388889e-01  -4.2292063e-01
   5.6666667e-01  -4.5241590e-01
   5.6944444e-01  -4.8093394e-01
   5.7222222e-01  -5.0939042e-01
   5.7500000e-01  -5.3699018e-01
   5.7777778e-01  -5.6261849e-01
   5.8055556e-01  -5.8897478e-01
   5.8333333e-01  -6.1335667e-01
   5.8611111e-01  -6.3624152e-01
   5.8888889e-01  -6.5925922e-01
   5.9166667e-01  -6.8075538e-01
   5.9444444e-01  -7.0182200e-01
   5.9722222e-01  -7.2135482e-01
   6.0000000e-01  -7.4032466e-01
   6.0277778e-01  -7.5923901e-01
   6.0555556e-01  -7.7786879e-01
   6.0833333e-01  -7.9634293e-01
   6.1111111e-01  -8.1498747e-01
   6.1388889e-01  -8.3254615e-01
   6.1666667e-01  -8.5069166e-01
   6.1944444e-01  -8.6916039e-01
   6.2222222e-01  -8.8634487e-01
   6.2500000e-01  -9.0439661e-01
   6.2777778e-01  -9.2251793e-01
   6.3055556e-01  -9.3978702e-01
   6.3333333e-01  -9.5775315e-01
   6.3611111e-01  -9.7420600e-01
   6.3888889e-01  -9.8966019e-01
   6.4166667e-01  -1.0051476e+00
   6.4444444e-01  -1.0207957e+00
   6.4722222e-01  -1.0348228e+00
   6.5000000e-01  -1.0484766e+00
   6.5277778e-01  -1.0618031e+00
   6.5555556e-01  -1.0741573e+00
   6.5833333e-01  -1.0861179e+00
   6.6111111e-01  -1.0983833e+00
   6.6388889e-01  -1.1097060e+00
   6.6666667e-01  -1.1210495e+00
   6.6944444e-01  -1.1337961e+00
   6.7222222e-01  -1.1463734e+00
   6.7500000e-01  -1.1592890e+00
   6.7777778e-01  -1.1726648e+00
   6.8055556e-01  -1.1853817e+00
   6.8333333e-01  -1.1989675e+00
   6.8611111e-01  -1.2135848e+00
   6.8888889e-01  -1.2265412e+00
   6.9166667e-01  -1.2396703e+00
   6.9444444e-01  -1.2529186e+00
   6.9722222e-01  -1.2651529e+00
   7.0000000e-01  -1.2768466e+00
   7.0277778e-01  -1.2881091e+00
   7.0555556e-01  -1.2967089e+00
   7.0833333e-01  -1.3057821e+00
   7.1111111e-01  -1.3142808e+00
   7.1388889e-01  -1.3201797e+00
   7.1666667e-01  -1.3263127e+00
   7.1944444e-01  -1.3312302e+00
   7.2222222e-01  -1.3341940e+00
   7.2500000e-01  -1.3371174e+00
   7.2777778e-01  -1.3395761e+00
   7.3055556e-01  -1.3410520e+00
   7.3333333e-01  -1.3408684e+00
   7.3611111e-01  -1.3423362e+00
   7.3888889e-01  -1.3412931e+00
   7.4166667e-01  -1.3403719e+00
   7.4444444e-01  -1.3398457e+00
   7.4722222e-01  -1.3381271e+00
   7.5000000e-01  -1.3357985e+00
   7.5277778e-01  -1.3339540e+00
   7.5555556e-01  -1.3314763e+00
   7.5833333e-01  -1.3290547e+00
   7.6111111e-01  -1.3263979e+00
   7.6388889e-01  -1.3228375e+00
   7.6666667e-01  -1.3185208e+00
   7.6944444e-01  -1.3159870e+00
   7.7222222e-01  -1.3119330e+00
   7.7500000e-01  -1.3078883e+00
   7.7777778e-01  -1.3046290e+00
   7.8055556e-01  -1.2990294e+00
   7.8333333e-01  -1.2944608e+00
   7.8611111e-01  -1.2906989e+00
   7.8888889e-01  -1.2850726e+00
   7.9166667e-01  -1.2797427e+00
   7.9444444e-01  -1.2739095e+00
   7.9722222e-01  -1.2670362e+00
   8.0000000e-01  -1.2597526e+00
   8.0277778e-01  -1.2525844e+00
   8.0555556e-01  -1.2431471e+00
   8.0833333e-01  -1.2328398e+00
   8.1111111e-01  -1.2228278e+00
   8.1388889e-01  -1.2102062e+00
   8.1666667e-01  -1.1982099e+00
   8.1944444e-01  -1.1840177e+00
   8.2222222e-01  -1.1690876e+00
   8.2500000e-01  -1.1538985e+00
   8.2777778e-01  -1.1377659e+00
   8.3055556e-01  -1.1207510e+00
   8.3333333e-01  -1.1034149e+00
   8.3611111e-01  -1.0855728e+00
   8.3888889e-01  -1.0681764e+00
   8.4166667e-01  -1.0501457e+00
   8.4444444e-01  -1.0327761e+00
   8.4722222e-01  -1.0141740e+00
   8.5000000e-01  -9.9687691e-01
   8.5277778e-01  -9.7936300e-01
   8.5555556e-01  -9.6167028e-01
   8.5833333e-01  -9.4484611e-01
   8.6111111e-01  -9.2805838e-01
   8.6388889e-01  -9.1167487e-01
   8.6666667e-01  -8.9425865e-01
   8.6944444e-01  -8.7866459e-01
   8.7222222e-01  -8.6212449e-01
   8.7500000e-01  -8.4499083e-01
   8.7777778e-01  -8.2756344e-01
   8.8055556e-01  -8.0958982e-01
   8.8333333e-01  -7.9126254e-01
   8.8611111e-01  -7.7205614e-01
   8.8888889e-01  -7.5254418e-01
   8.9166667e-01  -7.3180487e-01
   8.9444444e-01  -7.0926920e-01
   8.9722222e-01  -6.8756135e-01
   9.0000000e-01  -6.6407451e-01
   9.0277778e-01  -6.4110856e-01
   9.0555556e-01  -6.1545105e-01
   9.0833333e-01  -5.9135864e-01
   9.1111111e-01  -5.6549292e-01
   9.1388889e-01  -5.4113274e-01
   9.1666667e-01  -5.1449868e-01
   9.1944444e-01  -4.8803873e-01
   9.2222222e-01  -4.6147272e-01
   9.2500000e-01  -4.3480063e-01
   9.2777778e-01  -4.0814241e-01
   9.3055556e-01  -3.8160322e-01
   9.3333333e-01  -3.5442885e-01
   9.3611111e-01  -3.2695602e-01
   9.3888889e-01  -3.0062473e-01
   9.4166667e-01  -2.7327497e-01
   9.4444444e-01  -2.4621650e-01
   9.4722222e-01  -2.1834954e-01
   9.5000000e-01  -1.9140024e-01
   9.5277778e-01  -1.6403534e-01
   9.5555556e-01  -1.3686102e-01
   9.5833333e-01  -1.0932772e-01
   9.6111111e-01  -8.1482210e-02
   9.6388889e-01  -5.4603726e-02
   9.6666667e-01  -2.7313662e-02
   9.6944444e-01   5.0567124e-04
   9.7222222e-01   2.7954775e-02
   9.7500000e-01   5.5967169e-02
   9.7777778e-01   8.5907805e-02
   9.8055556e-01   1.1251998e-01
   9.8333333e-01   1.4291145e-01
   9.8611111e-01   1.7249789e-01
   9.8888889e-01   2.0123332e-01
   9.9166667e-01   2.3132798e-01
   9.9444444e-01   2.6042801e-01
   9.9722222e-01   2.8968835e-01
   1.0000000e+00   3.1874830e-01
