  0.19055720E-02  0.36630112E+01  0.49994392E-01  0.10000000E+01 -0.46183944E+00  0.21000000E+00  0.73904390E+00  0.69536923E+03  0.27708848E+00  0.69396634E+03  0.44149273E+02  0.32535822E+03  0.25757680E+05  0.21000000E+00
  0.38111441E-02  0.33260990E+01  0.49977568E-01  0.10000000E+01 -0.62158245E+00  0.21000000E+00  0.37314458E+00 -0.13040118E+01  0.27708848E+00 -0.12857388E+01 -0.35227890E+00  0.17360477E+02  0.38138562E+05  0.21000000E+00
  0.57167161E-02  0.29893379E+01  0.49949533E-01  0.10000000E+01 -0.79517859E+00  0.21000000E+00  0.39172351E+00  0.21202282E+01  0.27708848E+00  0.21317934E+01 -0.16614127E+00  0.21161748E+02  0.50973819E+05  0.21000000E+00
  0.76222881E-02  0.26528036E+01  0.49910293E-01  0.10000000E+01 -0.93125692E+00  0.21000000E+00  0.35799689E+00  0.50822410E+01  0.27708848E+00  0.50896192E+01 -0.41567032E-01  0.19174825E+02  0.55335250E+05  0.21000000E+00
  0.95278601E-02  0.23165715E+01  0.49859857E-01  0.10000000E+01 -0.10388699E+01  0.21000000E+00  0.33060450E+00  0.57673655E+01  0.27708848E+00  0.57738523E+01 -0.43740576E-01  0.16635304E+02  0.57511349E+05  0.21000000E+00
  0.11433432E-01  0.19807171E+01  0.49798235E-01  0.10000000E+01 -0.11075614E+01  0.21000000E+00  0.28869731E+00  0.55346786E+01  0.27708848E+00  0.55409488E+01 -0.85626996E-01  0.12052958E+02  0.60806857E+05  0.21000000E+00
  0.13339004E-01  0.16453156E+01  0.49725442E-01  0.10000000E+01 -0.11402474E+01  0.21000000E+00  0.24863101E+00  0.59368544E+01  0.27708848E+00  0.59423626E+01 -0.10651392E+00  0.80032714E+01  0.62902727E+05  0.21000000E+00
  0.15244576E-01  0.13104424E+01  0.49641494E-01  0.10000000E+01 -0.11576374E+01  0.21000000E+00  0.23202152E+00  0.65291236E+01  0.27708848E+00  0.65337528E+01 -0.12769795E+00  0.65180006E+01  0.61387994E+05  0.21000000E+00
  0.17150148E-01  0.97617246E+00  0.49546410E-01  0.10000000E+01 -0.11792675E+01  0.21000000E+00  0.23780855E+00  0.68903981E+01  0.27708848E+00  0.68941187E+01 -0.15965931E+00  0.72531376E+01  0.57012555E+05  0.21000000E+00
  0.19055720E-01  0.64258090E+00  0.49440212E-01  0.10000000E+01 -0.12108524E+01  0.21000000E+00  0.25030357E+00  0.65016895E+01  0.27708848E+00  0.65043882E+01 -0.20415514E+00  0.83485633E+01  0.51608805E+05  0.21000000E+00
  0.20961292E-01  0.30974251E+00  0.49322922E-01  0.10000000E+01 -0.12493088E+01  0.21000000E+00  0.25901957E+00  0.55427099E+01  0.27708848E+00  0.55441268E+01 -0.24712054E+00  0.88007473E+01  0.47709122E+05  0.21000000E+00
  0.22866864E-01 -0.22268043E-01  0.49194568E-01  0.10000000E+01 -0.12880543E+01  0.21000000E+00  0.25931245E+00  0.46217073E+01  0.27708848E+00  0.46215992E+01 -0.27888469E+00  0.83971021E+01  0.46287011E+05  0.21000000E+00
  0.24772436E-01 -0.35337628E+00  0.49055178E-01  0.10000000E+01 -0.13188454E+01  0.21000000E+00  0.24947629E+00  0.40770458E+01  0.27708848E+00  0.40752593E+01 -0.30222856E+00  0.71111383E+01  0.46521060E+05  0.21000000E+00
  0.26678008E-01 -0.68350792E+00  0.48904783E-01  0.10000000E+01 -0.13374734E+01  0.21000000E+00  0.23482237E+00  0.40459315E+01  0.27708848E+00  0.40423382E+01 -0.32533341E+00  0.55710706E+01  0.46171373E+05  0.21000000E+00
  0.28583580E-01 -0.10125889E+01  0.48743418E-01  0.10000000E+01 -0.13559256E+01  0.21000000E+00  0.23463575E+00  0.41741315E+01  0.27708848E+00  0.41685829E+01 -0.35081084E+00  0.56201398E+01  0.44199603E+05  0.21000000E+00
  0.30489152E-01 -0.13405454E+01  0.48571118E-01  0.10000000E+01 -0.13800760E+01  0.21000000E+00  0.24148358E+00  0.38873908E+01  0.27708848E+00  0.38798445E+01 -0.36795736E+00  0.62019446E+01  0.41955480E+05  0.21000000E+00
  0.32394724E-01 -0.16673039E+01  0.48387922E-01  0.10000000E+01 -0.14065278E+01  0.21000000E+00  0.24423340E+00  0.34070943E+01  0.27708848E+00  0.33975897E+01 -0.37610343E+00  0.62607069E+01  0.40626171E+05  0.21000000E+00
  0.34300297E-01 -0.19927910E+01  0.48193871E-01  0.10000000E+01 -0.14315825E+01  0.21000000E+00  0.24247007E+00  0.30827514E+01  0.27708848E+00  0.30712516E+01 -0.38411974E+00  0.59239053E+01  0.40060012E+05  0.21000000E+00
  0.36205869E-01 -0.23169338E+01  0.47989009E-01  0.10000000E+01 -0.14536502E+01  0.21000000E+00  0.23882081E+00  0.28889140E+01  0.27708848E+00  0.28753504E+01 -0.39365239E+00  0.54559736E+01  0.39605905E+05  0.21000000E+00
  0.38111441E-01 -0.26396595E+01  0.47773381E-01  0.10000000E+01 -0.14732918E+01  0.21000000E+00  0.23588586E+00  0.26868400E+01  0.27708848E+00  0.26712279E+01 -0.40053542E+00  0.50584812E+01  0.38971059E+05  0.21000000E+00
  0.40017013E-01 -0.29608957E+01  0.47547037E-01  0.10000000E+01 -0.14918341E+01  0.21000000E+00  0.23454331E+00  0.24369229E+01  0.27708848E+00  0.24193568E+01 -0.40259632E+00  0.48021016E+01  0.38270880E+05  0.21000000E+00
  0.41922585E-01 -0.32805703E+01  0.47310026E-01  0.10000000E+01 -0.15098857E+01  0.21000000E+00  0.23391187E+00  0.21586556E+01  0.27708848E+00  0.21392616E+01 -0.40016450E+00  0.46051995E+01  0.37699438E+05  0.21000000E+00
  0.43828157E-01 -0.35986117E+01  0.47062402E-01  0.10000000E+01 -0.15270677E+01  0.21000000E+00  0.23282196E+00  0.18855230E+01  0.27708848E+00  0.18644134E+01 -0.39488951E+00  0.43623240E+01  0.37282390E+05  0.21000000E+00
  0.45733729E-01 -0.39149486E+01  0.46804221E-01  0.10000000E+01 -0.15428141E+01  0.21000000E+00  0.23107210E+00  0.16482407E+01  0.27708848E+00  0.16254761E+01 -0.38897649E+00  0.40670730E+01  0.36911726E+05  0.21000000E+00
  0.47639301E-01 -0.42295098E+01  0.46535540E-01  0.10000000E+01 -0.15570871E+01  0.21000000E+00  0.22929561E+00  0.14429595E+01  0.27708848E+00  0.14185940E+01 -0.38275480E+00  0.37840831E+01  0.36510452E+05  0.21000000E+00
  0.49544873E-01 -0.45422249E+01  0.46256419E-01  0.10000000E+01 -0.15703125E+01  0.21000000E+00  0.22802918E+00  0.12397977E+01  0.27708848E+00  0.12139601E+01 -0.37440246E+00  0.35554655E+01  0.36111703E+05  0.21000000E+00
  0.51450445E-01 -0.48530238E+01  0.45966922E-01  0.10000000E+01 -0.15827391E+01  0.21000000E+00  0.22705434E+00  0.10267689E+01  0.27708848E+00  0.99964629E+00 -0.36295977E+00  0.33528001E+01  0.35783446E+05  0.21000000E+00
  0.53356017E-01 -0.51618366E+01  0.45667114E-01  0.10000000E+01 -0.15942149E+01  0.21000000E+00  0.22590069E+00  0.81913800E+00  0.27708848E+00  0.79088658E+00 -0.34966197E+00  0.31345643E+01  0.35539820E+05  0.21000000E+00
  0.55261589E-01 -0.54685942E+01  0.45357060E-01  0.10000000E+01 -0.16045021E+01  0.21000000E+00  0.22447435E+00  0.63169482E+00  0.27708848E+00  0.60241314E+00 -0.33602793E+00  0.28984703E+01  0.35351249E+05  0.21000000E+00
  0.57167161E-01 -0.57732277E+01  0.45036832E-01  0.10000000E+01 -0.16134712E+01  0.21000000E+00  0.22290538E+00  0.46728158E+00  0.27708848E+00  0.43703872E+00 -0.32268755E+00  0.26598529E+01  0.35177184E+05  0.21000000E+00
  0.59072733E-01 -0.60756687E+01  0.44706501E-01  0.10000000E+01 -0.16210446E+01  0.21000000E+00  0.22125415E+00  0.32179519E+00  0.27708848E+00  0.29066011E+00 -0.30959145E+00  0.24233414E+01  0.34963602E+05  0.21000000E+00
  0.60978305E-01 -0.63758495E+01  0.44366140E-01  0.10000000E+01 -0.16272101E+01  0.21000000E+00  0.21959346E+00  0.18177732E+00  0.27708848E+00  0.14988230E+00 -0.29556102E+00  0.21900742E+01  0.34650104E+05  0.21000000E+00
  0.62883877E-01 -0.66737027E+01  0.44015827E-01  0.10000000E+01 -0.16321343E+01  0.21000000E+00  0.21812674E+00  0.24059623E-01  0.27708848E+00 -0.83052094E-02 -0.27800704E+00  0.19696118E+01  0.34207082E+05  0.21000000E+00
  0.64789449E-01 -0.69691614E+01  0.43655640E-01  0.10000000E+01 -0.16361325E+01  0.21000000E+00  0.21702230E+00 -0.17296099E+00  0.27708848E+00 -0.20530365E+00 -0.25405500E+00  0.17682329E+01  0.33657353E+05  0.21000000E+00
  0.66695021E-01 -0.72621594E+01  0.43285660E-01  0.10000000E+01 -0.16395302E+01  0.21000000E+00  0.21628964E+00 -0.41474896E+00  0.27708848E+00 -0.44644851E+00 -0.22243751E+00  0.15834804E+01  0.33061034E+05  0.21000000E+00
  0.68600593E-01 -0.75526310E+01  0.42905969E-01  0.10000000E+01 -0.16425373E+01  0.21000000E+00  0.21579578E+00 -0.69018829E+00  0.27708848E+00 -0.72062023E+00 -0.18396843E+00  0.14063907E+01  0.32480185E+05  0.21000000E+00
  0.70506165E-01 -0.78405109E+01  0.42516653E-01  0.10000000E+01 -0.16452239E+01  0.21000000E+00  0.21538061E+00 -0.98321256E+00  0.27708848E+00 -0.10118204E+01 -0.14037218E+00  0.12279168E+01  0.31957032E+05  0.21000000E+00
  0.72411737E-01 -0.81257347E+01  0.42117799E-01  0.10000000E+01 -0.16475669E+01  0.21000000E+00  0.21493928E+00 -0.12787967E+01  0.27708848E+00 -0.13051233E+01 -0.93553916E-01  0.10444796E+01  0.31512260E+05  0.21000000E+00
  0.74317309E-01 -0.84082383E+01  0.41709498E-01  0.10000000E+01 -0.16494743E+01  0.21000000E+00  0.21439502E+00 -0.15639377E+01  0.27708848E+00 -0.15876448E+01 -0.45422924E-01  0.85464944E+00  0.31145976E+05  0.21000000E+00
