   0.0000000e+00   5.0000000e-01  -6.1770514e-13  -1.2354103e-12  -1.8314863e-23  -1.4824923e-11  -2.9649847e-11  -8.7911328e-22  -3.5579805e-10  -7.1159610e-10   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.0000000e-02   5.0000000e-01  -7.8525726e-13  -1.5705145e-12  -2.9598190e-23  -1.8846174e-11  -3.7692349e-11  -1.4207128e-21  -4.5230797e-10  -9.0461593e-10   3.9751454e-01  -2.1762443e-07   4.5241479e-08
   2.0000000e-02   5.0000000e-01  -9.9828609e-13  -1.9965722e-12  -4.7834213e-23  -2.3958169e-11  -4.7916337e-11  -2.2960090e-21  -5.7499612e-10  -1.1499922e-09   3.6131235e-01  -8.0483608e-07   8.1119245e-08
   3.0000000e-02   5.0000000e-01  -1.2690355e-12  -2.5380710e-12  -7.7301545e-23  -3.0456809e-11  -6.0913618e-11  -3.7104713e-21  -7.3096333e-10  -1.4619266e-09   3.1286403e-01  -1.6050491e-06   1.0214115e-07
   4.0000000e-02   5.0000000e-01  -1.6132554e-12  -3.2265109e-12  -1.2492475e-22  -3.8718218e-11  -7.7436436e-11  -5.9963925e-21  -9.2923651e-10  -1.8584730e-09   2.6338018e-01  -2.1948754e-06  -7.2800655e-08
   5.0000000e-02   5.0000000e-01  -2.0508521e-12  -4.1017043e-12  -2.0188774e-22  -4.9220452e-11  -9.8440903e-11  -9.6906125e-21  -1.1812911e-09  -2.3625822e-09   2.2325454e-01  -1.5364121e-06  -4.4924587e-07
   6.0000000e-02   5.0000000e-01  -2.6071163e-12  -5.2142326e-12  -3.2626230e-22  -6.2571489e-11  -1.2514298e-10  -1.5660676e-20  -1.5017153e-09  -3.0034307e-09   1.9332057e-01   5.1037333e-07  -1.0068215e-06
   7.0000000e-02   5.0000000e-01  -3.3143325e-12  -6.6286650e-12  -5.2727011e-22  -7.9543937e-11  -1.5908787e-10  -2.5308957e-20  -1.9090543e-09  -3.8181087e-09   1.7226758e-01   3.6308392e-06  -1.5427896e-06
   8.0000000e-02   5.0000000e-01  -4.2133669e-12  -8.4267339e-12  -8.5211262e-22  -1.0112015e-10  -2.0224031e-10  -4.0901274e-20  -2.4268837e-09  -4.8537674e-09   1.5679151e-01   6.3974121e-06  -1.8051545e-06
   9.0000000e-02   5.0000000e-01  -5.3562325e-12  -1.0712465e-11  -1.3770754e-21  -1.2854888e-10  -2.5709776e-10  -6.6099447e-20  -3.0851739e-09  -6.1703477e-09   1.4494025e-01   7.5783599e-06  -1.7584912e-06
   1.0000000e-01   5.0000000e-01  -6.8091259e-12  -1.3618252e-11  -2.2254636e-21  -1.6341771e-10  -3.2683543e-10  -1.0682182e-19  -3.9220246e-09  -7.8440493e-09   1.3553844e-01   7.0451385e-06  -1.4091837e-06
   1.1000000e-01   5.0000000e-01  -8.6560249e-12  -1.7312050e-11  -3.5964848e-21  -2.0774460e-10  -4.1548920e-10  -1.7263127e-19  -4.9858705e-09  -9.9717410e-09   1.2786711e-01   5.2016511e-06  -9.9940502e-07
   1.2000000e-01   5.0000000e-01  -1.1003996e-11  -2.2007992e-11  -5.8122035e-21  -2.6409513e-10  -5.2819025e-10  -2.7898537e-19  -6.3382836e-09  -1.2676567e-08   1.2146563e-01   3.2904202e-06  -6.2899894e-07
   1.3000000e-01   5.0000000e-01  -1.3988747e-11  -2.7977494e-11  -9.3929039e-21  -3.3573071e-10  -6.7146142e-10  -4.5085993e-19  -8.0575377e-09  -1.6115075e-08   1.1602621e-01   1.7907896e-06  -3.9047045e-07
   1.4000000e-01   5.0000000e-01  -1.7783225e-11  -3.5566449e-11  -1.5179668e-20  -4.2679739e-10  -8.5359478e-10  -7.2862406e-19  -1.0243138e-08  -2.0486276e-08   1.1133515e-01   9.6458122e-07  -2.5082581e-07
   1.5000000e-01   5.0000000e-01  -2.2606849e-11  -4.5213697e-11  -2.4531408e-20  -5.4256585e-10  -1.0851317e-09  -1.1775092e-18  -1.3021580e-08  -2.6043161e-08   1.0723909e-01   5.7058771e-07  -1.7040771e-07
