-0.000723298,-0.0564326,
0.00165264,-0.119863,
0.00285130,-0.170020,
0.00697521,-0.222380,
0.00963414,-0.269581,
0.0128638,-0.292436,
0.0198599,-0.255527,
0.0288862,-0.189841,
0.0390996,-0.154396,
0.0481335,-0.101988,
0.0633112,-0.0554588,
0.0671051,-0.0429044,
0.0776460,-0.0679463,
0.0855714,-0.121029,
0.0894012,-0.170439,
0.0935158,-0.206569,
0.0961734,-0.251557,
0.101455,-0.283258,
0.109343,-0.271426,
0.117505,-0.228611,
0.132372,-0.151101,
0.139666,-0.123043,
0.153681,-0.0883205,
0.166239,-0.0624558,
0.180248,-0.0166687,
0.189869,0.0313153,
0.208542,0.100725,
0.219342,0.133222,
0.233640,0.184912,
0.245899,0.222578,
0.255528,0.256546,
0.263707,0.269855,
0.275110,0.271372,
0.286817,0.252973,
0.301756,0.206555,
0.318444,0.168996,
0.335142,0.115208,
0.346578,0.0599247,
0.356842,0.00685038,
0.366232,-0.0506531,
0.374451,-0.104473,
0.390608,-0.234243,
0.404413,-0.342629,
0.411475,-0.418583,
0.421173,-0.502641,
0.435275,-0.618403,
0.440554,-0.646415,
0.448168,-0.666304,
0.457518,-0.655205,
0.465088,-0.599114,
0.470606,-0.534179,
0.474662,-0.468511,
0.479013,-0.408006,
0.484235,-0.337909,
0.487976,-0.233884,
0.493176,-0.124689,
0.497767,0.0258119,
0.505282,0.176324,
0.507577,0.252312,
0.511061,0.295110,
0.515744,0.287751,
0.521623,0.234660,
0.535114,0.164631,
0.544494,0.124094,
0.558560,0.0710339,
0.565003,0.0518783,
0.572023,0.0489535,
0.583397,0.0991569,
0.588047,0.147860,
0.596478,0.232723,
0.599384,0.262978,
0.604638,0.279226,
0.610492,0.268183,
0.616944,0.235749,
0.628677,0.170878,
0.637472,0.131076,
0.647139,0.100867,
0.662064,0.0787923,
0.679641,0.0220567,
0.702503,-0.0737559,
0.730040,-0.162912,
0.747914,-0.228499,
0.756116,-0.253549,
0.767237,-0.271212,
0.778348,-0.269696,
0.795865,-0.223896,
0.816299,-0.164807,
0.834107,-0.117531,
0.847813,-0.0540406,
0.863545,0.0463404,
0.874905,0.121624,
0.883933,0.182884,
0.894411,0.267017,
0.905177,0.357790,
0.913607,0.443391,
0.924662,0.539329,
0.932810,0.607962,
0.939220,0.646344,
0.946810,0.668502,
0.952658,0.668524,
0.959103,0.646417,
0.965862,0.588904,
0.971459,0.517371,
0.979704,0.417078,
0.985316,0.320465,
0.987990,0.246708,
0.992731,0.139025,
0.995100,0.0866597,
0.998070,0.00700245,
