0.00371317,-0.0642727,
0.0101685,-0.468301,
0.0239249,-0.589488,
0.0663634,-0.932844,
0.0807134,-1.23768,
0.0930155,-1.54253,
0.0985826,-1.71883,
0.112047,-1.84552,
0.139840,-1.83813,
0.183722,-1.76275,
0.218533,-1.66535,
0.239593,-1.54593,
0.254801,-1.44122,
0.275567,-1.30161,
0.310961,-1.15829,
0.340216,-1.10498,
0.357477,-1.08842,
0.372107,-1.13981,
0.389082,-1.26099,
0.401083,-1.37667,
0.413085,-1.53643,
0.424796,-1.71088,
0.435920,-1.85044,
0.444409,-1.92756,
0.453478,-1.92754,
0.466927,-1.72550,
0.475689,-1.40041,
0.484453,-1.11389,
0.489416,-0.891663,
0.494377,-0.621682,
0.499037,-0.168046,
0.506628,0.177239,
0.509539,0.493130,
0.518019,0.573954,
0.540248,0.704389,
0.575924,1.08462,
0.585274,1.35828,
0.595208,1.63195,
0.603684,1.80827,
0.615091,1.87992,
0.634112,1.78812,
0.663369,1.79185,
0.690288,1.74782,
0.711355,1.69828,
0.728327,1.62668,
0.740618,1.56059,
0.755252,1.44491,
0.773396,1.33659,
0.795637,1.21725,
0.816705,1.15669,
0.838357,1.12183,
0.856498,1.07779,
0.876095,1.17516,
0.897737,1.35151,
0.911479,1.53703,
0.928145,1.76663,
0.938963,1.92459,
0.947446,1.95950,
0.956518,1.90442,
0.964425,1.74465,
0.971163,1.54448,
0.975852,1.38288,
0.984933,1.12210,
0.989919,0.859485,
0.993148,0.646452,
0.998138,0.282824,
