 2.58620690e-002 4.08471904e-001 2.69157795e-001 4.38947512e-002 2.68838024e-001 4.58124938e-002 6.81738698e-002
 5.17241379e-002 4.17002210e-001 2.66870760e-001 4.29572043e-002 2.66551050e-001 4.48983512e-002 6.17832205e-002
 7.75862069e-002 4.25681351e-001 2.24675439e-001 2.61250828e-002 2.24475142e-001 2.77935818e-002 4.96333301e-002
 1.03448276e-001 4.34510836e-001 1.71331462e-001 1.85216509e-002 1.71186075e-001 1.98204227e-002 2.94693239e-002
 1.29310345e-001 4.43492155e-001 1.85188110e-001 2.79344932e-002 1.84966340e-001 2.93670718e-002 3.69493744e-002
 1.55172414e-001 4.52626770e-001 1.97977126e-001 2.27966564e-002 1.97790861e-001 2.43599140e-002 3.55766342e-002
 1.81034483e-001 4.61916124e-001 2.01688192e-001 1.78624386e-002 2.01537633e-001 1.94878421e-002 3.23165025e-002
 2.06896552e-001 4.71361628e-001 1.82773740e-001 2.12480060e-002 1.82592753e-001 2.27509153e-002 3.15314978e-002
 2.32758621e-001 4.80964669e-001 1.63502029e-001 2.68362341e-002 1.63270996e-001 2.82077767e-002 2.76796479e-002
 2.58620690e-001 4.90726604e-001 1.96593510e-001 3.27380887e-002 1.96305908e-001 3.44206504e-002 3.89834823e-002
 2.84482759e-001 5.00648760e-001 1.86959797e-001 2.29994925e-002 1.86751694e-001 2.46322426e-002 2.88835244e-002
 3.10344828e-001 5.10732432e-001 2.09919289e-001 2.26206339e-002 2.09709312e-001 2.44909231e-002 3.77679561e-002
 3.36206897e-001 5.20978883e-001 1.80348731e-001 1.99008985e-002 1.80160323e-001 2.15399276e-002 2.52750938e-002
 3.62068966e-001 5.31389341e-001 1.93155534e-001 2.55618771e-002 1.92910156e-001 2.73521719e-002 3.32778774e-002
 3.87931034e-001 5.41965000e-001 1.85452499e-001 2.21951768e-002 1.85234260e-001 2.39483665e-002 2.58337008e-002
 4.13793103e-001 5.52707016e-001 2.12611442e-001 2.47934614e-002 2.12362382e-001 2.68432445e-002 3.58119066e-002
 4.39655172e-001 5.63616509e-001 2.08059011e-001 2.16991277e-002 2.07835494e-001 2.37447138e-002 3.02404635e-002
 4.65517241e-001 5.74694559e-001 2.10602234e-001 2.21135749e-002 2.10369838e-001 2.42248333e-002 3.25138720e-002
 4.91379310e-001 5.85942205e-001 2.00232248e-001 1.96092743e-002 2.00021244e-001 2.16559125e-002 2.61297516e-002
 5.17241379e-001 5.97360446e-001 2.10307048e-001 2.08399179e-002 2.10078346e-001 2.30313872e-002 2.88555204e-002
 5.43103448e-001 6.08950240e-001 2.21941874e-001 2.15497958e-002 2.21700308e-001 2.39073740e-002 3.14685475e-002
 5.68965517e-001 6.20712499e-001 2.26290725e-001 2.15390940e-002 2.26044107e-001 2.39892974e-002 3.17777670e-002
 5.94827586e-001 6.32648092e-001 2.29089153e-001 2.21597602e-002 2.28830510e-001 2.46879128e-002 3.25741713e-002
 6.20689655e-001 6.44757844e-001 2.21718826e-001 1.99145261e-002 2.21480691e-001 2.24082472e-002 2.74536657e-002
 6.46551724e-001 6.57042531e-001 2.35035159e-001 2.09078347e-002 2.34779948e-001 2.36016796e-002 3.19929919e-002
 6.72413793e-001 6.69502884e-001 2.34236212e-001 1.89916870e-002 2.33998308e-001 2.17273852e-002 2.85886635e-002
 6.98275862e-001 6.82139585e-001 2.49666676e-001 2.12301999e-002 2.49396230e-001 2.42010521e-002 3.44717539e-002
 7.24137931e-001 6.94953269e-001 2.40407381e-001 1.91508787e-002 2.40157418e-001 2.20653531e-002 2.83358170e-002
 7.50000000e-001 7.07944519e-001 2.50676473e-001 2.09468405e-002 2.50398526e-001 2.40425119e-002 3.26425028e-002
 7.75862069e-001 7.21113870e-001 2.46733809e-001 1.86865648e-002 2.46479088e-001 2.17903480e-002 2.84318918e-002
 8.01724138e-001 7.34461806e-001 2.60233876e-001 1.97510160e-002 2.59959318e-001 2.30851819e-002 3.29742108e-002
 8.27586207e-001 7.47988759e-001 2.57161736e-001 1.82158964e-002 2.56902023e-001 2.15714610e-002 2.93692228e-002
 8.53448276e-001 7.61695109e-001 2.65401327e-001 1.91212153e-002 2.65123683e-001 2.26476902e-002 3.16335152e-002
 8.79310345e-001 7.75581184e-001 2.64618266e-001 1.84666060e-002 2.64344058e-001 2.20467954e-002 2.98595669e-002
 9.05172414e-001 7.89647261e-001 2.70020930e-001 1.85263618e-002 2.69739965e-001 2.22458981e-002 3.08088475e-002
 9.31034483e-001 8.03893562e-001 2.74812501e-001 1.83304946e-002 2.74528272e-001 2.21843453e-002 3.10724957e-002
 9.56896552e-001 8.18320257e-001 2.75998344e-001 1.75838670e-002 2.75719063e-001 2.15238536e-002 2.96550811e-002
