   0.0000000e+00   1.6142717e-10   0.0000000e+00   1.0000000e+00
   1.4124753e-02   2.2025205e-10   0.0000000e+00   1.0000000e+00
   2.8249506e-02   3.0052933e-10   0.0000000e+00   1.0000000e+00
   4.2374260e-02   4.1004719e-10   0.0000000e+00   1.0000000e+00
   5.6499013e-02   5.5948352e-10   0.0000000e+00   1.0000000e+00
   7.0623766e-02   7.6338259e-10   0.0000000e+00   1.0000000e+00
   8.4748519e-02   1.0415879e-09   0.0000000e+00   1.0000000e+00
   9.8873272e-02   1.4211807e-09   0.0000000e+00   1.0000000e+00
   1.1299803e-01   1.9391173e-09   0.0000000e+00   1.0000000e+00
   1.2712278e-01   2.6458071e-09   0.0000000e+00   1.0000000e+00
   1.4124753e-01   3.6100450e-09   0.0000000e+00   1.0000000e+00
   1.5537228e-01   4.9256883e-09   0.0000000e+00   1.0000000e+00
   1.6949704e-01   6.7208022e-09   0.0000000e+00   1.0000000e+00
   1.8362179e-01   9.1701440e-09   0.0000000e+00   1.0000000e+00
   1.9774654e-01   1.2512118e-08   0.0000000e+00   1.0000000e+00
   2.1187130e-01   1.7072036e-08   0.0000000e+00   1.0000000e+00
   2.2599605e-01   2.3293781e-08   0.0000000e+00   1.0000000e+00
   2.4012080e-01   3.1782980e-08   0.0000000e+00   1.0000000e+00
   2.5424556e-01   4.3365986e-08   0.0000000e+00   1.0000000e+00
   2.6837031e-01   5.9170316e-08   0.0000000e+00   1.0000000e+00
   2.8249506e-01   8.0734376e-08   0.0000000e+00   1.0000000e+00
   2.9661982e-01   1.1015726e-07   0.0000000e+00   1.0000000e+00
   3.1074457e-01   1.5030305e-07   0.0000000e+00   1.0000000e+00
   3.2486932e-01   2.0507958e-07   0.0000000e+00   1.0000000e+00
   3.3899408e-01   2.7981889e-07   0.0000000e+00   1.0000000e+00
   3.5311883e-01   3.8179623e-07   0.0000000e+00   1.0000000e+00
   3.6724358e-01   5.2093824e-07   0.0000000e+00   1.0000000e+00
   3.8136834e-01   7.1078921e-07   0.0000000e+00   1.0000000e+00
   3.9549309e-01   9.6982946e-07   0.0000000e+00   1.0000000e+00
   4.0961784e-01   1.3232743e-06   0.0000000e+00   1.0000000e+00
   4.2374260e-01   1.8055286e-06   0.0000000e+00   1.0000000e+00
   4.3786735e-01   2.4635352e-06   0.0000000e+00   1.0000000e+00
   4.5199210e-01   3.3613450e-06   0.0000000e+00   1.0000000e+00
   4.6611685e-01   4.5863509e-06   0.0000000e+00   1.0000000e+00
   4.8024161e-01   6.2577946e-06   0.0000000e+00   1.0000000e+00
   4.9436636e-01   8.5383725e-06   0.0000000e+00   1.0000000e+00
   5.0849111e-01   1.1650071e-05   0.0000000e+00   1.0000000e+00
   5.2261587e-01   1.5895773e-05   0.0000000e+00   1.0000000e+00
   5.3674062e-01   2.1688730e-05   0.0000000e+00   1.0000000e+00
   5.5086537e-01   2.9592783e-05   0.0000000e+00   1.0000000e+00
   5.6499013e-01   4.0377220e-05   0.0000000e+00   1.0000000e+00
   5.7911488e-01   5.5091620e-05   0.0000000e+00   1.0000000e+00
   5.9323963e-01   7.5167942e-05   0.0000000e+00   1.0000000e+00
   6.0736439e-01   1.0255977e-04   0.0000000e+00   1.0000000e+00
   6.2148914e-01   1.3993220e-04   0.0000000e+00   1.0000000e+00
   6.3561389e-01   1.9092077e-04   0.0000000e+00   1.0000000e+00
   6.4973865e-01   2.6048440e-04   0.0000000e+00   1.0000000e+00
   6.6386340e-01   3.5538637e-04   0.0000000e+00   1.0000000e+00
   6.7798815e-01   4.8484936e-04   0.0000000e+00   1.0000000e+00
   6.9211291e-01   6.6144723e-04   0.0000000e+00   1.0000000e+00
   7.0623766e-01   9.0231765e-04   0.0000000e+00   1.0000000e+00
   7.2036241e-01   1.2308094e-03   0.0000000e+00   1.0000000e+00
   7.3448717e-01   1.6787163e-03   0.0000000e+00   1.0000000e+00
   7.4861192e-01   2.2893000e-03   0.0000000e+00   1.0000000e+00
   7.6273667e-01   3.1213675e-03   0.0000000e+00   1.0000000e+00
   7.7686142e-01   4.2547477e-03   0.0000000e+00   1.0000000e+00
   7.9098618e-01   5.7976057e-03   0.0000000e+00   1.0000000e+00
   8.0511093e-01   7.8961306e-03   0.0000000e+00   1.0000000e+00
   8.1923568e-01   1.0747223e-02   0.0000000e+00   1.0000000e+00
   8.3336044e-01   1.4614849e-02   0.0000000e+00   1.0000000e+00
   8.4748519e-01   1.9850641e-02   0.0000000e+00   1.0000000e+00
   8.6160994e-01   2.6919004e-02   0.0000000e+00   1.0000000e+00
   8.7573470e-01   3.6426179e-02   0.0000000e+00   1.0000000e+00
   8.8985945e-01   4.9151238e-02   0.0000000e+00   1.0000000e+00
   9.0398420e-01   6.6074439e-02   0.0000000e+00   1.0000000e+00
   9.1810896e-01   8.8394735e-02   0.0000000e+00   1.0000000e+00
   9.3223371e-01   1.1752401e-01   0.0000000e+00   1.0000000e+00
   9.4635846e-01   1.5504248e-01   0.0000000e+00   1.0000000e+00
   9.6048322e-01   2.0260111e-01   0.0000000e+00   1.0000000e+00
   9.7460797e-01   2.6176676e-01   0.0000000e+00   1.0000000e+00
   9.8873272e-01   3.3382635e-01   0.0000000e+00   1.0000000e+00
   1.0028575e+00   4.1959085e-01   0.0000000e+00   1.0000000e+00
   1.0169822e+00   5.1925576e-01   0.0000000e+00   1.0000000e+00
   1.0311070e+00   6.3236566e-01   0.0000000e+00   1.0000000e+00
   1.0452317e+00   7.5789572e-01   0.0000000e+00   1.0000000e+00
   1.0593565e+00   8.9442096e-01   0.0000000e+00   1.0000000e+00
   1.0734812e+00   1.0403185e+00   0.0000000e+00   1.0000000e+00
   1.0876060e+00   1.1939506e+00   0.0000000e+00   1.0000000e+00
   1.1017307e+00   1.3537966e+00   0.0000000e+00   1.0000000e+00
   1.1158555e+00   1.5185278e+00   0.0000000e+00   1.0000000e+00
   1.1299803e+00   1.6870349e+00   0.0000000e+00   1.0000000e+00
   1.1441050e+00   1.8584219e+00   0.0000000e+00   1.0000000e+00
   1.1582298e+00   2.0319833e+00   0.0000000e+00   1.0000000e+00
   1.1723545e+00   2.2071740e+00   0.0000000e+00   1.0000000e+00
   1.1864793e+00   2.3835786e+00   0.0000000e+00   1.0000000e+00
   1.2006040e+00   2.5608836e+00   0.0000000e+00   1.0000000e+00
   1.2147288e+00   2.7388544e+00   0.0000000e+00   1.0000000e+00
   1.2288535e+00   2.9173164e+00   0.0000000e+00   1.0000000e+00
   1.2429783e+00   3.0961402e+00   0.0000000e+00   1.0000000e+00
   1.2571030e+00   3.2752300e+00   0.0000000e+00   1.0000000e+00
   1.2712278e+00   3.4545153e+00   0.0000000e+00   1.0000000e+00
   1.2853525e+00   3.6339442e+00   0.0000000e+00   1.0000000e+00
   1.2994773e+00   3.8134785e+00   0.0000000e+00   1.0000000e+00
   1.3136020e+00   3.9930900e+00   0.0000000e+00   1.0000000e+00
   1.3277268e+00   4.1727583e+00   0.0000000e+00   1.0000000e+00
   1.3418516e+00   4.3524681e+00   0.0000000e+00   1.0000000e+00
   1.3559763e+00   4.5322084e+00   0.0000000e+00   1.0000000e+00
   1.3701011e+00   4.7119710e+00   0.0000000e+00   1.0000000e+00
   1.3842258e+00   4.8917500e+00   0.0000000e+00   1.0000000e+00
   1.3983506e+00   5.0715411e+00   0.0000000e+00   1.0000000e+00
   1.4124753e+00   5.2513409e+00   0.0000000e+00   1.0000000e+00
   1.4266001e+00   5.4311472e+00   0.0000000e+00   1.0000000e+00
   1.4407248e+00   5.6109582e+00   0.0000000e+00   1.0000000e+00
   1.4548496e+00   5.7907727e+00   0.0000000e+00   1.0000000e+00
   1.4689743e+00   5.9705897e+00   0.0000000e+00   1.0000000e+00
   1.4830991e+00   6.1504086e+00   0.0000000e+00   1.0000000e+00
   1.4972238e+00   6.3302288e+00   0.0000000e+00   1.0000000e+00
   1.5113486e+00   6.5100501e+00   0.0000000e+00   1.0000000e+00
   1.5254733e+00   6.6898721e+00   0.0000000e+00   1.0000000e+00
   1.5395981e+00   6.8696946e+00   0.0000000e+00   1.0000000e+00
   1.5537228e+00   7.0495175e+00   0.0000000e+00   1.0000000e+00
   1.5678476e+00   7.2293407e+00   0.0000000e+00   1.0000000e+00
   1.5819724e+00   7.4091641e+00   0.0000000e+00   1.0000000e+00
   1.5960971e+00   7.5889877e+00   0.0000000e+00   1.0000000e+00
   1.6102219e+00   7.7688113e+00   0.0000000e+00   1.0000000e+00
   1.6243466e+00   7.9486351e+00   0.0000000e+00   1.0000000e+00
   1.6384714e+00   8.1284589e+00   0.0000000e+00   1.0000000e+00
   1.6525961e+00   8.3082828e+00   0.0000000e+00   1.0000000e+00
   1.6667209e+00   8.4881067e+00   0.0000000e+00   1.0000000e+00
   1.6808456e+00   8.6679306e+00   0.0000000e+00   1.0000000e+00
   1.6949704e+00   8.8477546e+00   0.0000000e+00   1.0000000e+00
   1.7090951e+00   9.0275785e+00   0.0000000e+00   1.0000000e+00
   1.7232199e+00   9.2074025e+00   0.0000000e+00   1.0000000e+00
   1.7373446e+00   9.3872265e+00   0.0000000e+00   1.0000000e+00
   1.7514694e+00   9.5670504e+00   0.0000000e+00   1.0000000e+00
   1.7655941e+00   9.7468744e+00   0.0000000e+00   1.0000000e+00
   1.7797189e+00   9.9266984e+00   0.0000000e+00   1.0000000e+00
   1.7938437e+00   1.0106522e+01   0.0000000e+00   1.0000000e+00
   1.8079684e+00   1.0286346e+01   0.0000000e+00   1.0000000e+00
   1.8220932e+00   1.0466170e+01   0.0000000e+00   1.0000000e+00
   1.8362179e+00   1.0645994e+01   0.0000000e+00   1.0000000e+00
   1.8503427e+00   1.0825818e+01   0.0000000e+00   1.0000000e+00
   1.8644674e+00   1.1005642e+01   0.0000000e+00   1.0000000e+00
   1.8785922e+00   1.1185466e+01   0.0000000e+00   1.0000000e+00
