0.000885994,0.0976475,
0.0234084,0.252332,
0.0438907,0.473352,
0.0655499,0.775437,
0.0778541,1.06834,
0.0846016,1.32995,
0.0928210,1.70394,
0.0998601,1.95818,
0.105141,2.16635,
0.111292,2.30267,
0.127983,2.61215,
0.139990,2.85715,
0.150240,3.05978,
0.162830,3.27899,
0.170440,3.38583,
0.184483,3.51843,
0.205541,3.64733,
0.218410,3.71545,
0.231276,3.76147,
0.249385,3.61032,
0.259600,3.43893,
0.268062,3.27676,
0.273899,3.17909,
0.287324,2.95242,
0.295501,2.86579,
0.309806,2.66491,
0.320312,2.48062,
0.329939,2.27423,
0.344822,2.00702,
0.358542,1.80430,
0.385707,1.58863,
0.404989,1.47801,
0.422521,1.39503,
0.433326,1.28445,
0.441503,1.20335,
0.452882,0.972996,
0.466014,0.738955,
0.477102,0.517818,
0.484105,0.390662,
0.488188,0.289311,
0.494611,0.200849,
0.503958,0.128958,
0.520627,0.204438,
0.537598,0.388622,
0.553402,0.596763,
0.565990,0.790175,
0.573019,0.941232,
0.578006,1.13283,
0.585042,1.35574,
0.591494,1.58234,
0.595610,1.82922,
0.601186,2.07240,
0.609095,2.25294,
0.617589,2.43531,
0.629301,2.63794,
0.643062,2.88293,
0.655654,3.13162,
0.667367,3.35267,
0.675854,3.45951,
0.693988,3.56630,
0.718848,3.71361,
0.730544,3.75041,
0.744861,3.68403,
0.753032,3.53845,
0.764414,3.33942,
0.778130,3.09248,
0.800611,2.80129,
0.812870,2.61515,
0.821627,2.47509,
0.832423,2.26133,
0.844093,2.02176,
0.856935,1.81536,
0.882055,1.60891,
0.908058,1.47431,
0.922375,1.40240,
0.941647,1.18124,
0.953319,0.963783,
0.966452,0.735268,
0.978121,0.477280,
0.987168,0.324322,
0.997095,0.193470,
